tarih                     text 

03.01.2023   "Almanyada enflasyon, 2022de ortalama yüzde 7,9 ile son 71 yılın zirvesinde Almanyada Kasım 2022de yüzde 10 olan yıllık enflasyon, ısıtma faturalarının devlet tarafından ödenmesinin etkisiyle Aralık 2022de yüzde 8,6’ya geriledi. Böylece 2022de ortalama enflasyon yüzde 7,9’a çıkarak 1951’den bu yana en yüksek seviyesini gördü. Almanya Federal İstatistik Ofisi (Destatis), fiyat artışlarına ilişkin Aralık 2022 öncü verilerini açıkladı. Buna göre, Kasım 2022’de yüzde 10 olan yıllık enflasyon, aralıkta piyasa beklentilerinin altında gerçekleşerek yüzde 8,6 oldu. Yıllık enflasyona ilişkin beklenti aralıkta yüzde 9,1e inmesi yönündeydi. Tüketici Fiyat Endeksi (TÜFE) aralıkta aylık bazda ise yüzde 0,8 geriledi. Enerji fiyatlarının yıllık bazda yüzde 24,4 artması dikkati çekerken yıllık artış gıda fiyatlarında yüzde 20,7 ve hizmetlerde yüzde 3,9 oldu. Almanyada AB uyumlu öncü TÜFE, aralıkta bir önceki aya göre yüzde 1,2 azalırken, yıllık yüzde 9,6 yükseldi. AB uyumlu verilere göre ortalama enflasyon ise 2022de yüzde 8,7ye çıktı. Destatis, 2022de enflasyonun ortalama yüzde 7,9’a çıkarak 1951’ten beri en yüksek seviyesine ulaştığını bildirdi. 2021’de ortalama enflasyon yüzde 3,1 olarak kayıtlara geçmişti. Bu arada, Covid-19 salgını öncesi 2019da enflasyon yüzde 1,4 ve salgının ilk yılı 2020’de ise yüzde 0,5 olarak kayıtlara geçmişti. Destatis açıklamasında, Rusya-Ukrayna savaşının başlamasından beri özellikle enerji ve gıda fiyatlarının gözle görülür şekilde arttığı ve bunun da enflasyon oranı üzerinde önemli bir etkiye sahip olduğu belirtildi. Açıklamada, Aralık 2022de, federal hükümet tarafından vatandaşların doğal gaz ve diğer ısıtma faturalarının ödenmesinin enflasyonu aşağı yönlü baskıladığı ifade edildi. Alman devleti milyarlarca avroluk yardımla şirketleri ve tüketicileri enerji faturalarında rahatlatmaya çalışıyor. Bu yıl, elektrik ve gaz için üst fiyat limitlerinin hane halkı ve şirketler için artan maliyetleri hafifletmesi amaçlanıyor. Ekonomistler, bunun 2023te enflasyondaki artışı azaltmasını bekliyor. Bunun yanında, Almanya Merkez Bankası (Bundesbank), 23 Kasım 2022’de Alman hükümetinin enflasyonu tetikleyen yüksek enerji fiyatlarını düşürme çabalarına rağmen enflasyonun gelecek yıl çift hanelerde kalabileceğini duyurmuştu."

04.01.2023    "Harvard, Bu 2 Altcoin İçin Rapor Yayınladı: Geleceğin Coinleri! ABD Menkul Kıymetler ve Borsa Komisyonu (SEC), Ripple ile büyük bir savaşa girse de diğer piyasa oyuncuları bu blockchain ağında büyük değer görmeye devam ediyor. Harvard Üniversitesi kısa süre önce ABD Dijital Doları’nın gidişatı hakkında bir rapor yayınladı. Raporda yazar Jayesh Mehta, blockchain teknolojisinin FIAT para birimini dijital formatta işleyecek kadar olgunlaştığından bahsediyor. İlginç bir şekilde, rapor ayrıca Ripple ve Stellar Lumens gibi blockchain ağlarının uluslararası işletmeler için tercih edilen seçenek haline gelirken artan bir kabul gördüğünden de bahsediyor. Ayrıca rapor, bu iki blockchain platformunun yapay zeka ve Makine Öğreniminin gücünden yararlanırken dünya çapında anında CBDC anlaşmalarını nasıl kolaylaştırabileceğini açıklamaya devam ediyor. Bu süreç aynı zamanda makine öğrenimi kontrollü bir FX arabirimini de içerir. Yazar, değişmez fon transferi zinciri için yedi adımlı otomatik sürecin tamamını açıklıyor. Ripple ve Stellar’ın büyüyen pazar penetrasyonu Dünyanın dört bir yanındaki büyük ekonomiler, merkez bankası dijital para birimlerini (CBDC’ler) piyasaya sürmeye hazırlanıyor. Ancak birçok uzman, merkez bankalarının CBDC altyapısını sıfırdan oluşturmak yerine, anlık ödeme ihtiyaçlarını karşılamak için mevcut altyapıdan yararlanabileceğine inanıyor. En son rapora göre Stellar Lumens blok zinciri, dünya çapındaki CBDC’ler için temel katman görevi görebilir. Stellar Lumens CEO’su Denelle Dixon geçtiğimiz günlerde CBDC’lerini başlatmak için savaştan zarar görmüş Ukrayna ülkesiyle çalışmaya istekli olduklarını belirtti. Ayrıca Stellar Lumens, Ripple’ın XRP’si ile birlikte ISO 20022’nin bir parçası haline geldi ve bu da onları CBDC’ler için uygun ve uyumlu hale getiriyor. Ayrıca Harvard Üniversitesi raporu, CBDC’lerin sabit paralarla birlikte çalışabileceğini, Ripple ve Stellar’ın bu tür işlemleri kolayca halledebileceğini belirtiyor. Ek olarak Tipple, ODL çözümünü şimdiden 40’tan fazla ülkeye genişletiyor. Böylece dünya ekonomilerine yetecek altyapıya sahiptir."

31.12.2022    "Dünya ekonomisi 2023e hangi koşullar altında girdi, beklentiler ve riskler neler? Dünya ekonomisi için 2022, Covid-19 krizinden çıkış, yaraları sarma ve toparlanma yılı olacaktı. Ne yazık ki olmadı. Ukrayna savaşının da katkısıyla, hemen her alanda 2023’e de sarkması beklenen olumsuzluklar birikti. Bu duruma ve beklentilere ilişkin, sık sık 30-40 yıl öncesine gönderme yapan yeni bir söylem gelişmeye başladı. Yıl kapanırken, ekonomi yazarlarının yorumlarda, sık sık, 1980’lerde başlayan küreselleşme sürecinin tersine döndüğüne, 40 yıl sonra enflasyon ve durgunluk ikileminin (stagflasyonun) yeniden gündeme geldiğine, yeni bir finansal kriz olasılığının arttığına, ticaret savaşlarına ilişkin başlıklara rastlıyorduk. Hemen hiç kimse 2023 için iyimser bir tablo ortaya koyamıyordu. Tüm piyasalar negatif alanda Dünya ekonomisinin önde gelen borsaları performansı, ekonomik durumun sağlığına ve piyasaların beklentilerine ilişkin iyi bir gösterge oluşturur. Önde gelen borsalar 2022 yılında yüzde 9 ile 15 arasında gerilemişler. FT-100 yüzde 0,6 ile pozitif alanda kaldı ama yıl boyunca, yüzde 10’a varan ani düşüşlerin yaşandığı olağanüstü bir volatilite söz konusuydu.  ABD ekonomisinin en dinamik kesimi olan teknoloji sektörünün hisselerinin değerleri yüzde 33,54 ile adeta çökmesi de düşündürücüydü. Benzer bir durumun, 2007-8 finansal krizine yol açan büyük parasal genişlemenin hemen öncesinde, 1999-2001 arasında yaşandığını anımsamak yararlı olabilir. O zaman, borsalardaki çöküşü yumuşatan büyük parasal genişlemeyi bu günlerde tekrarlamak olanaklı değil. 40 yıl sonra yeniden gündeme oturan enflasyondan dolayı tam aksi bir durum söz konusu: Merkez bankaları yüksek faiz ve sıkı para politikalarına yöneldiler. Büyük özel sektör ve kamu borcu yüküne bakarak, yeni bir mali istikrarsızlık hatta önümüzdeki yıl bir finansal kriz olasılığının giderek güçleneceğini savunanlar da var. Küresel resesyon olasılığı artıyor IMF, OECD, Avrupa Merkez Bankası ekonomistleri, 2023’te dünya ekonomisinde resesyon sınırı olarak görülen yüzde 2,5-3 büyüme hızının altına doğru bir yavaşlama bekliyor; dolayısıyla da küresel bir resesyon güçlü bir olasılık haline geliyor. IMF’nin Ekim ayında yayımlanan Dünya Ekonomisine Bakış raporu, dünya ekonomisinde ekonomik büyümenin (AB bölgesi hariç) 2022’de yüzde 3,2’den 2023’de yüzde 2,6’ya gerilemesini, 2024 ve 2025 yıllarında da sırasıyla yüzde 3,1 ve yüzde 3,6 ile resesyon sınırında kalmasını bekliyor. Avrupa Merkez Bankası’nın (ECB) Euro Bölgesinde büyüme hızının 2023’te çok sert bir biçimde yüzde 0,5’e düşme beklentisini, IMF beklentisine ekledik mi, küresel resesyon alanına girmeye başlıyoruz. ECB’nin 2024-25 büyüme beklentileri de yüzde 1,9 ve yüzde 1,8 oranlarıyla çok sınırlı bir toparlanmaya işaret ediyor.  Dünya Bankası resesyon olasılığını tartışırken, Baz, yavaşlama ve sert resesyon olmak üzere üç senaryo üretmiş. Baz senaryoda, dünya ekonomisinde büyüme hızı, 2023’de ve 2024’de  yüzde 2,4 ve yüzde 3,0 ile resesyon sınırında kalıyor. Sert resesyon senaryosunda büyüme hızları yüzde 0,5 ve yüzde  2,0 düzeyine geriliyor. OECD’nin kasım ayında açıklanan Dünya Ekonomisine Bakış raporunda da küresel ekonomik büyüme hızının 2023’de yüzde 2,2’ye gerilemesi, 2024’te de yüzde 2,7 düzeyinde kalması bekleniyor, IMF, ECB, Dünya Bankası, OECD beklentilerini bir araya koyunca, 2023’te dünya ekonomisinde sert bir fren ve sonra en azından 3-4 yıllık bir durgunluk, hatta daha sert ve uzun bir resesyon olasılığına bakıyoruz. Bu saptamayı, uzun dönemli ekonomik dalgalanmalara ilişkin bir gözlemle de desteklemek olanaklı.The Independent’dan Hamish McRae’inin dikkat çektiği gibi, 1970’lerin, 80’lerin, 90’lerin ve 2000’lerin başında olmak üzere kabaca 10 yıllık resesyon evreleri gözlemek olanaklı. Bu evrelere zaman zaman, 1987, 1997-99 ve 2008’de olduğu gibi mali krizler de eşlik ediyor. Son finansal kriz izleyen ve 2010’ların başında görülen uzun durgunluk da bu resimle uyumlu. Bu açıdan bakınca, 2020’lerin ilk yarısında bir resesyon olasılığını, bu dalgalanmalarla uyumlu bir gelişme olarak görebiliriz. Finansal kriz olasılığı da güçleniyor Sert ve uzun bir resesyon olasılığına bir finansal kriz olasılığının eşlik etmesinin şifresini Financial Times’dan Chris Giles’ın, 2022’de ABD, İngiltere ve euro bölgesinde yüzde 10’a ulaşan enflasyon oranlarından hareketle, Ekonomik ilerlemenin düşmanı 40 yıl sonra geri geldi saptamasında bulabiliriz. Enflasyonun 40 yıl sonra geri gelmesinde, enerji-gıda fiyatları baskısının önemli bir payı var. Ancak sürece bakarken, çok daha önce başlamış, Merkez Bankası parasal genişleme politikaları enflasyon yaratacak uyarılarına ilişkin tartışmalardan başlamak gerekiyor. Bu tartışmalarda ilk anda referans konusu 2008 finansal krizinde devreye giren yaklaşık 12-13 triyon dolara ulaşan destekleme paketleriydi. McKinsey & Company,  Covid-19 krizi sırasında  hükümetlerin destekleme harcamalarının 10 trilyon dolara ulaştığına işaret ediyordu. Bu iki parasal genişlemeden birincisinde amaç, borç piyasalarını mali piyasalarda bir çüküşü önlemekti. İkincisinde talebi ayakta tutmaya çalışmaktı; halbuki o sırada tedarik zincirleri kopuyor ve bir arz şoku da oluşuyordu. Ancak bir adım geri gidip 2000’lerin başındaki sert resesyona karşı başlayan büyük finansal genişlemeyi de anmak gerekiyor. Hatta daha da geri gidip, küreselleşme ile serbestleşen ve hızlanan sermaye hareketleri; borç-faiz-kredi türev piyasalarıyla büyüyen (kimi ölçülere göre 75 trilyon dolarlık dünya ekonomisi üzerinde 1000 trilyonluk bir piyasa oluşturan) finansallaşmayı da hesaba katmak gerekiyor. Özetle 1980’lerden bu yana sürekli büyüyen, genişleyen bir parasal-finansal bir dalga söz konusu. Bu dalga dünya ekonomisinde hem yatırımları hem de tüketici talebini  yüzdürmeye 2000’lerin başına kadar devam etti ve deyim yerindeyse bu dalga kırıldı: 2007/08 mali krizi. Merkez bankaları bu dalgayı yaşatmaya, beslemeye çalıştıkça da enflasyonist basınç giderek arttı ve nihayet Covid-19 önlemleri adeta bardağı taşıran son damla oldu. Sonuç olarak denebilir ki, gelinen noktada 2023’e, yüksek enflasyon ve ekonomik durgunluk hatta resesyon beklentisiyle giren dünya ekonomisinde, yatırımları ve tüketici talebini, borç yükü altındaki özel ve kamu sektör aktörlerini, finansal genişleme ile desteklemeye devam etmek, artık olanaklı değil, ya da çok tehlikeli. Buna karşılık merkez bankalarının enflasyona öncelik verme eğiliminin de bir çözüm olmadığı görülüyor. Merkez bankaları yüksek faiz ve daraltıcı para politikaları izlemeye kararlı görünüyor. Bu kararlılık, Prof. Nouriel Rubini’nin uyardığı gibi, sert bir finansal kırılma olasılığını besliyor: Yüksek faizler, kamu ve özel sektör borç yükünün servis edilmesini, yeniden finansmanını, tüketici talebinin desteklenmesini, giderek daha da zorlaştırıyor."

15.12.2022   "Fed yeniden faiz artırdı, faiz artış hızındaysa frene bastı ABD Merkez Bankası (Fed) yılın son toplantısında politika faizini 50 baz puan artışla yüzde 4,25-4,50 aralığına çıkardı. Böylece Fed üst üste yedinci kez faiz artırımına gitmiş oldu. Ancak bu kez, öncekiler gibi 75 puan artırmaması, enflasyonun düşüş eğilimi göstermesi ile birlikte Fedin de faiz artışında frene basmış olduğunu gösteriyor. Fed, hızlı fiyat artışlarını dizginleyebilmek için yeni yılda da faiz artırımına devam edilebileceğinin sinyalini verdi. Fedin tahminleri faiz oranının önümüzdeki bir yılda yüzde 5in üzerinde kalabileceği yönünde. ABD enflasyonu Haziran ayında yıllık 9,1e yükselerek, 1980lerden bu yana en yüksek seviyeyi görmüştü. Ancak ondan sonra düşerek Kasım ayında yüzde 7,1e indi.Fedin son faiz artışıylaysa, politika faizi 2007 yılından bu yana en yüksek seviyeye çıkmış oldu. Fed Başkanı Jerome Powell, faiz artış hızını yavaşlatarak piyasanın buna tepkisini görmek istediklerini belirtti. Fedin faiz kararları dünyada da yakından izleniyor. Fedin kararını takiben Birleşik Arap Emirlikleri ve Suudi Arabistan da borçlanma maliyetini artırdı. İngiltere Merkez Bankasının da bugün yapacağı açıklamada faizi yüzde 0.5 artırması bekleniyor. Banka ülkenin tarihindeki en uzun resesyona girmiş olabileceği uyarısında bulunmuştu.Avrupa Merkez Bankasının da faiz artırımı trendini sürdürmesi bekleniyor. Gelecek yıla yönelik tahminler neler. Toplantıda Fedin gelecek yıla dair ekonomik tahminleri de paylaşıldı. Buna göre faiz oranlarının 2023 sonunda yüzde 5,1 seviyesinde olması bekleniyor. 2022 büyüme beklentisi yüzde 0,2den yüzde 0,5e yükseltilirken, 2023 yılına ilişkin beklentinde ise aşağı yönlü düzeltme yapıldı. 2023 yılına ilişkin büyüme beklentisi yüzde 1,2den yüzde 0,5e çekildi. 2023 işsizlik beklentisi de yüzde 4,4ten yüzde 4,6ya çıkarıldı."

14.12.2022    "İngilterede yıllık enflasyon 4 aylık artıştan sonra ilk defa düştü İngilterede Kasım ayında yıllık enflasyon yüzde 10,7ye düştü. Bu 4 aylık artıştan sonra ilk düşüş oldu. Ulusal İstatistik Ofisi (ONS)nin bugün açıkladığı verilere göre, Ekim ayında 41 yılın rekorunu kırarak yüzde 11,1e yükselen Tüketici Fiyat Endeksi, Kasımda yüzde 0,4lük düşüşle 10,7 olarak kaydedildi. Uzmanlar hayat pahalılığındaki artışın ise hala 40 yılın en yüksek seviyesine yakın olduğunu aktardı. ONS yaptığı açıklamada enflasyondaki düşüşün özellikle motor yakıtlar ve ikinci el otomobillerdeki fiyat değişikliklerinden kaynaklandığını belirtti. Bunun yanı sıra tütün, konaklama hizmetleri, giyim ve ayakkabı, oyun, oyuncak ve hobilerdeki fiyat değişiklikleri de etkili oldu. Fiyatları kısmen yukarı çeken en büyük etken ise restoran, kafe ve barlardaki alkol fiyatlarıydı. ONS Baş Ekonomisti Grant Fitzner, fiyatların yükselmeye devam ettiğine ancak artışın önceki aylara kıyasla yavaşladığına dikkat çekti. Fiyatlar hala artıyor, ancak bu artış başta akaryakıtlarda olmak üzere geçen yılın bu zamanlarına kıyasla daha az diyen Fitzner şöyle devam etti: Bazıları enflasyonda zirveye ulaştığımızı söylüyor ama bunu söylemek için henüz çok erken. 40 yılın en yüksek seviyesine ulaştığımızdan bu yana ilk defa düşüş kaydediyoruz, birkaç ay daha beklemeliyiz. Maliye Bakanı Jeremy Hunt ise pandemi ve Ukrayna savaşının devam eden etkileri yüzünden yüksek fiyatların Avrupa ekonomilerini rahatsız etmeye devam ettiğini söyledi. İngilterede ailelerin ve şirketlerin zor bir dönemden geçtiğini hatırlatan Hunt, Enflasyonu düşürmek en büyük önceliğim ve Enerji Fiyat Garantisi Planımız aracılığıyla bu kış enerji faturalarını düşük tutuyoruz. Gelecek yıl enflasyonu yarıya indirmek için de yeni bir plan uyguluyoruz dedi ve sözlerine devam etti: Zor bir dönem olduğunu biliyorum, ancak herkesi daha da yoksullaştıran bir numaralı düşman olan enflasyonla mücadele etmek için gerekli zor kararları almamız hayati önem taşıyor. Bugün yanlış tercihler yaparsak fiyatlar yükselmeye devam edecek ve milyonlarca kişinin acısı uzayacak. Ekonomistler ne dedi? Uzmanlar, ONSin açıklamasından önce yıllık enflasyonun Kasımda yüzde 10,9 olacağını tahmin etmişti. Vergi danışmanlığı hizmetleri veren çokuluslu KPMG şirketinin İngiltere ofisinde çalışan Baş Ekonomist Yael Selfine göre fiyat artışları müşterilere daha geniş bir şekilde yansıtıldıkça enflasyon kalıcı hale gelebililir ve bu İngiltere ekonomisi için hala önemli bir tehdit. İngiltere Ticaret Odası Araştırma Başkanı David Bharier, fiyat artışlarının önümüzdeki aylarda hissedilmeye devam edeceğini söyledi.Öte yandan Capital Economics adlı danışmanlık şirketinde İngiltere Baş Ekomomist Paul Dales, fiyatların zirveye ulaşmış olabileceğini öne sürdü, birçok farklı kalemde fiyat düşüşü yaşanmasının ümit verici olduğunu söyledi. Gıda fiyatları yükselmeye devam ediyor ONSin 2022 yılı istatistiklerine göre, gıda ve alkolsüz içeceklerde fiyatlar Kasıma kadarki 12 ayda yüzde 16,5 oranında arttı. Bu, 1977den bu yana görülen en yüksek artış. Ekimde bu oran yüzde 16,4 olarak kaydedilmişti. Fiyatlardaki artışı en çok ekmeğin etkilediği belirtildi. Meyvedeki fiyat düşüşü ise artış oranını kısmen dengeledi."

13.12.2022   "ABDde yakıt fiyatlarının düşmesiyle, yıllık enflasyon % 7,1e geriledi ABD’de, enerji, ikinci el araç, tıbbi bakım ve uçak biletlerinin fiyatlarının düşmesiyle, tüketici fiyatlarındaki hızlı artış yavaşladı. ABD’de Çalışma Bakanlığı’nın verilerine göre Kasım ayına kadarki bir yıllık süreçte enflasyon oranı % 7,1 oldu. Ekim ayında yıllık enflasyon % 7,7 olmuştu. Ancak genel manzara iyileşirken, barınma gibi bazı kalemlerde fiyatlar tırmanmaya devam etti. ABD Merkez Bankası FED, ülkedeki enflasyonu kontrol altına alma mücadelesi veriyor.FED bu yıl on yıllardan bu yanaki en hızlı faiz artırımını yaptı. Merkez Bankası Başkanı Jerome Powell, geçtiğimiz günlerde yaptığı açıklamada, bankanın hamlelerinin ekonomiyi nasıl etkilediğini görmek için daha az agresif bir tutum takınacağını söylemişti. FED, faiz artırıp borçlanma maliyetlerini yükselterek, özellikle ev ve otomobil gibi pahalı kalemlere talebin azalmasını, ekonominin yavaşlamasını ve fiyat artışını getiren baskıları hafifletmeyi amaçlıyor."

04.01.2023   "Balinalar İstifliyor: Binance’deki Bu Altcoin 10x Yapabilir! Bu altcoin için önemli gelişmeler Shiba Inu (SHIB), 2022’de diğer kripto para birimlerine benzer bir kader yaşadı ve o yılın kripto kışında sert bir gerileme yaşadı. Buna rağmen meme para birimi bazı gelişmeler yaşanmasıyla gündemde kalmayı başardı. Ancak, yükseliş ivmesi kazanmak için mücadele etti. Nisan 2022’de Shiba Inu, Shiba Lands’in halka açık satın almaya açık olduğu Shiba Inu Metaverse’ü duyurmuştu. Projenin amacı SHIB, LEASH ve BONE tokenleri dahil olmak üzere tüm Shiba ağını kullanmaktı. Şubat ayında Shiba Inu, ağı ademi merkeziyetçiliğe taşımak için ShibaSwap’te DOGGY  DAO’yu başlattı.Geliştirme SHIB için iyi olabilir 2022, kripto kışı sayesinde fiyatı yılın başlarında düştüğü için Shiba Inu’ya (SHIB) karşı nazik değildi. Buna rağmen Shiba Inu ekibi, 2023’te kripto paranın kurtarıcı lütfu olabilecek ekosistemin geliştirilmesine devam etti. Shiba Inu metaverse, 2022’de SHIB için ilk büyük gelişmelerden biriydi. Bunu, geçen yılın Şubat ayında DOGGY DAO’nun lansmanı izledi. Bu gelişmeler kripto topluluğunda heyecan yarattı ve muhtemelen SHIB’in fiyatındaki düşüşe rağmen 2022 boyunca popüler kalmasının nedeni buydu. Bununla birlikte, piyasa SHIB’in fiyatının çoğunlukla balinaların insafına kaldığını anlayınca bir miktar dezavantaj oluştu. Meme parasının MVRV’si de Mayıs ayında 2022’deki en düşük noktasına ulaştı.2022 yılı boyunca SHIB’in günlük zincir üstü işlemlerinin kârı Şubat, Haziran ve Ekim aylarında üç kat arttı. Günlük adres sayısı da benzer bir trend izlemiş ve aynı ay içerisinde artış göstermiştir. 2022, SHIB için zor bir yıl olsa da, 2023 meme coin için biraz daha nazik olabilir. Yeni yılda SHIB lehine sayılabilecek ilk şeylerden biri Shibarium’un lansmanı. Bu, ağa birkaç yeni özellik getireceği için SHIB’in çeşitli listelerin en üstünde yer almasına yol açabilir. SHIB’in istikrarlı yanma oranı ve deflasyonist doğası da onun lehine sayılabilir. SHIB’in 2023’teki potansiyeline ek olarak, TREAT olarak adlandırılacağı söylenen ekosistemde yeni bir tokenin olası lansmanı da var. Bu gelişmelerin önümüzdeki günlerde SHIB fiyatına büyük bir ivme kazandıracağı düşünülmektedir."

04.01.2023   "Kripto Vergisinin Faturası 3.8 Milyar Dolar Hindistan’ın kripto vergisi ile ilgili yaptığı düzenlemenin yerel borsalara etkilerine ilişkin ilk veriler geldi. Geçen yılın şubat ayında açıklanan ve nisan ayında uygulamaya giren kripto vergi düzenlemesine ilişkin sonuçlar pek iç açıcı değil. Son araştırma raporları, vergi yasağının hükümetin hedeflerine ulaşmasında yardımcı olamadığını ortaya koydu. Mevcut senaryonun devam etmesi halinde ise yerel borsaların hayatta kalmakta zorlanacağı belirtiliyor. Kripto Vergisi 3.8 Milyar Dolara Mal Oldu Hindistanın başkenti Yeni Delhi merkezli düşünce kuruluşu olan Esya Centre tarafından yapılan bir araştırmaya göre, kripto düzenlemesinin ardından Hintler, yerel kripto borsalarından küresel kripto borsalarına 3.8 milyar dolar taşıdı. Araştırma, vergi düzenlemesinin yerel borsalar üzerindeki etkisine ilişkin ilk verileri ortaya koydu. Rapora göre Şubat-Ekim 2022 döneminde uluslararası borsalara 3.85 milyar dolar kaydırıldı.  Hindistan’da 1 Şubat 2022’de kripto vergisi kuralları açıklanmıştı. Başbakan Narendra Modi hükümeti, kripto kârlarına yüzde 30 vergi getirmiş, tüm işlemlerden de yüzde 1 vergi kesileceğini açıklamıştı. Yüzde 30’luk vergi düzenlemesi 1 Nisan’dan, yüzde 1’lik işlem kesintisi ise 1 Temmuz’dan itibaren uygulamaya konulmuştu.1.2 trilyon Dolar Kayba Yol Açabilir Esya Centre raporuna göre, vergi uygulamalarının hayata geçirilmesiyle birlikte yerel borsaların işlem hacimlerinin 4 ay içinde yüzde 81 azaldığı belirtildi. 1.7 milyon kullanıcının yabancı borsalara geçiş yaptığı tahmin ediliyor. Raporda kripto vergi düzenlemesi ile iki ana hedefe ulaşılamadığına vurgu yapıldı ve şu ifadeler kullanıldı: Vergi gelirleri üzerinde orantılı olarak büyük bir olumsuz etkinin yanı sıra işlem izlenebilirliğinde bir düşüş görülüyor. Mevcut vergi mimarisi dört yıl içinde 1.2 trilyon dolarlık kayba yol açabilir. Uzmanlar, işlem başı vergi kesintisinin yüzde 1’den yüzde 0,1’e düşürülmesini öneriyor. Ayrıca sabit yüzde 30 vergi yerine kazanca yönelik bir düzenleme yapılması gerektiği belirtiliyor."

29.12.2022   "ABDde piyasalar pozitif seyir izliyor New York borsası güne yükselişle başladı. ABDde işsizlik maaşı başvurularının beklentiler dahilinde artmasının ardından pay piyasalarında pozitif bir seyir izleniyor.Açılışta Dow Jones endeksi, 100 puanın üzerinde değer kazandı ve yüzde 0,44 artarak 33.021,43 puana yükseldi. S&P 500 endeksi yüzde 0,59 artışla 3.805,45 puana ve Nasdaq endeksi yüzde 1,06 kazançla 10.321,46 puana çıktı. ABDde işsizlik maaşı başvurularının beklentiler dahilinde artmasının ardından pay piyasalarında pozitif bir seyir izleniyor. Ülkede bugün açıklanan verilere göre, ilk kez işsizlik maaşı başvurusunda bulunanların sayısı, 24 Aralık ile biten haftada 225 bine çıkarak piyasa beklentileriyle paralel bir seviyede gerçekleşti. ABD Merkez Bankasının (Fed) enflasyonu düşürme hedefinin bir parçası olarak iş gücü talebini soğutmaya çalıştığı bir dönemde, işsizlik maaşı başvurularında görülen artış, Bankanın gelecek faiz artırımlarına ilişkin endişelerin hafiflemesine yardımcı oldu. Öte yandan, Çinin yeni tip koronavirüs (Kovid-19) tedbirlerini kaldırmasının ardından kontrolsüz şekilde artan vaka sayıları ise piyasalar için endişe unsuru olmayı sürdürdü."

04.01.2023    "Borsada ilk işlemin üzerinden 37 yıl geçti Borsa İstanbul, 37 yılda 449 hisse senedinin yanı sıra opsiyonlar ve varantların işlem gördüğü dev bir pazara dönüştü. Sermaye piyasalarının gelişmesine büyük katkılar veren Borsa İstanbul, 2013 yılında değişen Sermaye Piyasası Kanunu ile farklı bir yapıya büründü ve son yıllarda gelişen teknolojisi ve birçok yeni enstrümanla gelişimini sürdürüyor. Resmi olarak Aralık 1985’te açılan İMKB, 3 Ocak 1986’da 19 hisse senedi ile Cağaloğlu’ndaki binasında işleme başladı. Sermaye piyasaları borsa ile gelişti 1987’de daha önce haftalık olarak hesaplanan borsa endeksleri günlük hesaplanmaya başladı. 1993’te ise 50 şirketle bilgisayarlı alım-satım işlemine geçildi. İMKB, 1993 yılının sonlarında ABD Menkul Kıymetler ve Borsalar Federasyonu tarafından kabul görmüş menkul kıymetler borsası olarak tanımlandı. Bu unvanı alan gelişmekte olan borsalar arasında İMKB üçüncü oldu. 1996’da Uluslararası Pazar bünyesinde Uluslararası Tahvil ve Bono Piyasası’nın kurulmasının ardından 1997’de bu piyasada Hazine tarafından yurt dışında satılmak üzere çıkarılan 40 adet uluslararası tahvilin kota alınmasıyla işlemlere başlandı. Böylece Hazine’nin yurt dışı finansmana erişimi için farklı bir kanal açılmış oldu. Mayıs 2009’da Kamuyu Aydınlatma Platformu (KAP) devreye alınarak piyasanın şeffaf ve zamanında aydınlatılması için önemli bir adım atıldı. 2012’de İMKB bünyesinde faaliyete geçen Vadeli İşlem ve Opsiyon Piyasası’nda (VİOP), 2019’da işlem hacmi ortalama 5 milyar liraya ulaştı. İMKB yoluna Borsa İstanbul olarak devam etti İMKB, 5 Nisan 2013’te özel hukuk hükümlerine göre çalışan bir işletme olan Borsa İstanbul AŞ’ye dönüştü. Endeks adlarında yer alan İMKB kısaltması, BIST olarak değiştirildi. Aynı yıl pay piyasası birinci seansı başlangıcı 15 dakika öne çekilerek saat 09.15’e alındı. VİOP’ta 2014’te Dolar/TL Opsiyon Sözleşmeleri işleme açıldı. Borsa İstanbul’da geçen yıl halka arzlar hızla devam etti Borsa İstanbul’da 2022’de 42 şirket halka arz edilerek borsada işlem gören şirket sayısı 449’a çıktı. Geçen yıl Sürdürülebilirlik 25 endeksi, Katılım Temettü endeksi ve Türk lirası kısa vadeli referans getiri oranı ihtiyacını karşılamaya yönelik olarak oluşturulan TLREFK Türk Lirası Gecelik Katılım Referans Getiri Oranı hesaplanmaya başlandı. Emtia sertifikaları, piyasada işleme açılırken, 21 Kasım 2022’de 0,01 gram altının pay piyasalarında alınıp satılmasını sağlayan altın sertifikaları borsaya kote edildi."

